category	species	trait	study	gene	human_ortholog	human_symbol
size	human	trunk_mass_fat	pividori	ENSG00000073969	ENSG00000073969	NSF
size	human	trunk_mass_fat	pividori	ENSG00000279281	ENSG00000279281	NA
size	human	trunk_mass_fat	pividori	ENSG00000231160	ENSG00000231160	NA
size	human	trunk_mass_fat	pividori	ENSG00000170430	ENSG00000170430	MGMT
size	human	trunk_mass_fat	pividori	ENSG00000158863	ENSG00000158863	FHIP2B
size	human	trunk_mass_fat	pividori	ENSG00000182674	ENSG00000182674	KCNB2
size	human	trunk_mass_fat	pividori	ENSG00000132740	ENSG00000132740	IGHMBP2
size	human	trunk_mass_fat	pividori	ENSG00000092203	ENSG00000092203	TOX4
size	human	trunk_mass_fat	pividori	ENSG00000215271	ENSG00000215271	NA
size	human	trunk_mass_fat	pividori	ENSG00000138316	ENSG00000138316	ADAMTS14
size	human	trunk_mass_fat	pividori	ENSG00000270040	ENSG00000270040	NA
size	human	trunk_mass_fat	pividori	ENSG00000197826	ENSG00000197826	CFAP299
size	human	trunk_mass_fat	pividori	ENSG00000213023	ENSG00000213023	SYT3
size	human	trunk_mass_fat	pividori	ENSG00000188130	ENSG00000188130	MAPK12
size	human	trunk_mass_fat	pividori	ENSG00000167674	ENSG00000167674	HDGFL2
size	human	trunk_mass_fat	pividori	ENSG00000270035	ENSG00000270035	NA
size	human	trunk_mass_fat	pividori	ENSG00000165819	ENSG00000165819	METTL3
size	human	trunk_mass_fat	pividori	ENSG00000260735	ENSG00000260735	NA
size	human	trunk_mass_fat	pividori	ENSG00000108963	ENSG00000108963	DPH1
size	human	trunk_mass_fat	pividori	ENSG00000175182	ENSG00000175182	FAM131A
size	human	trunk_mass_fat	pividori	ENSG00000254890	ENSG00000254890	NA
size	human	trunk_mass_fat	pividori	ENSG00000157045	ENSG00000157045	NTAN1
size	human	trunk_mass_fat	pividori	ENSG00000169062	ENSG00000169062	UPF3A
size	human	trunk_mass_fat	pividori	ENSG00000141013	ENSG00000141013	GAS8
size	human	trunk_mass_fat	pividori	ENSG00000225554	ENSG00000225554	NA
size	human	trunk_mass_fat	pividori	ENSG00000198756	ENSG00000198756	COLGALT2
size	human	trunk_mass_fat	pividori	ENSG00000150938	ENSG00000150938	CRIM1
size	human	trunk_mass_fat	pividori	ENSG00000112308	ENSG00000112308	C6orf62
size	human	trunk_mass_fat	pividori	ENSG00000233448	ENSG00000233448	NA
size	human	trunk_mass_fat	pividori	ENSG00000107185	ENSG00000107185	RGP1
size	human	trunk_mass_fat	pividori	ENSG00000110906	ENSG00000110906	KCTD10
size	human	trunk_mass_fat	pividori	ENSG00000273611	ENSG00000273611	ZNHIT3
size	human	trunk_mass_fat	pividori	ENSG00000204622	ENSG00000204622	NA
size	human	trunk_mass_fat	pividori	ENSG00000146535	ENSG00000146535	GNA12
size	human	trunk_mass_fat	pividori	ENSG00000223705	ENSG00000223705	NSUN5P1
size	human	trunk_mass_fat	pividori	ENSG00000228915	ENSG00000228915	NA
size	human	trunk_mass_fat	pividori	ENSG00000179912	ENSG00000179912	R3HDM2
size	human	trunk_mass_fat	pividori	ENSG00000235790	ENSG00000235790	NA
size	human	trunk_mass_fat	pividori	ENSG00000185482	ENSG00000185482	STAC3
size	human	trunk_mass_fat	pividori	ENSG00000271009	ENSG00000271009	NA
size	human	trunk_mass_fat	pividori	ENSG00000163644	ENSG00000163644	PPM1K
size	human	trunk_mass_fat	pividori	ENSG00000226074	ENSG00000226074	NA
size	human	trunk_mass_fat	pividori	ENSG00000070610	ENSG00000070610	GBA2
size	human	trunk_mass_fat	pividori	ENSG00000198890	ENSG00000198890	PRMT6
size	human	trunk_mass_fat	pividori	ENSG00000147454	ENSG00000147454	SLC25A37
size	human	trunk_mass_fat	pividori	ENSG00000177697	ENSG00000177697	CD151
size	human	trunk_mass_fat	pividori	ENSG00000174165	ENSG00000174165	ZDHHC24
size	human	trunk_mass_fat	pividori	ENSG00000254842	ENSG00000254842	NA
size	human	trunk_mass_fat	pividori	ENSG00000100697	ENSG00000100697	DICER1
size	human	trunk_mass_fat	pividori	ENSG00000103512	ENSG00000103512	NOMO1
size	human	trunk_mass_fat	pividori	ENSG00000116288	ENSG00000116288	PARK7
size	human	trunk_mass_fat	pividori	ENSG00000226252	ENSG00000226252	NA
size	human	trunk_mass_fat	pividori	ENSG00000182901	ENSG00000182901	RGS7
size	human	trunk_mass_fat	pividori	ENSG00000139946	ENSG00000139946	PELI2
size	human	trunk_mass_fat	pividori	ENSG00000262185	ENSG00000262185	LINC02861
size	human	trunk_mass_fat	pividori	ENSG00000167377	ENSG00000167377	ZNF23
size	human	trunk_mass_fat	pividori	ENSG00000141252	ENSG00000141252	VPS53
size	human	trunk_mass_fat	pividori	ENSG00000108468	ENSG00000108468	CBX1
size	human	trunk_mass_fat	pividori	ENSG00000141458	ENSG00000141458	NPC1
size	human	trunk_mass_fat	pividori	ENSG00000262888	ENSG00000262888	NA
size	human	trunk_mass_fat	pividori	ENSG00000235034	ENSG00000235034	C19orf81
size	human	trunk_mass_fat	pividori	ENSG00000074211	ENSG00000074211	PPP2R2C
size	human	trunk_mass_fat	pividori	ENSG00000118520	ENSG00000118520	ARG1
size	human	trunk_mass_fat	pividori	ENSG00000241350	ENSG00000241350	NA
size	human	trunk_mass_fat	pividori	ENSG00000182985	ENSG00000182985	CADM1
size	human	trunk_mass_fat	pividori	ENSG00000170515	ENSG00000170515	PA2G4
size	human	trunk_mass_fat	pividori	ENSG00000185386	ENSG00000185386	MAPK11
size	human	trunk_mass_fat	pividori	ENSG00000178568	ENSG00000178568	ERBB4
size	human	trunk_mass_fat	pividori	ENSG00000064042	ENSG00000064042	LIMCH1
size	human	trunk_mass_fat	pividori	ENSG00000149292	ENSG00000149292	TTC12
size	human	trunk_mass_fat	pividori	ENSG00000267986	ENSG00000267986	NA
size	human	trunk_mass_fat	pividori	ENSG00000111799	ENSG00000111799	COL12A1
size	human	trunk_mass_fat	pividori	ENSG00000233081	ENSG00000233081	NA
size	human	trunk_mass_fat	pividori	ENSG00000165030	ENSG00000165030	NFIL3
size	human	trunk_mass_fat	pividori	ENSG00000182771	ENSG00000182771	GRID1
size	human	trunk_mass_fat	pividori	ENSG00000189403	ENSG00000189403	HMGB1
size	human	trunk_mass_fat	pividori	ENSG00000049323	ENSG00000049323	LTBP1
size	human	trunk_mass_fat	pividori	ENSG00000261603	ENSG00000261603	NA
size	human	trunk_mass_fat	pividori	ENSG00000169760	ENSG00000169760	NLGN1
size	human	trunk_mass_fat	pividori	ENSG00000135547	ENSG00000135547	HEY2
size	human	trunk_mass_fat	pividori	ENSG00000101104	ENSG00000101104	PABPC1L
size	human	trunk_mass_fat	pividori	ENSG00000230795	ENSG00000230795	NA
size	human	trunk_mass_fat	pividori	ENSG00000106771	ENSG00000106771	TMEM245
size	human	trunk_mass_fat_free	pividori	ENSG00000183520	ENSG00000183520	UTP11
size	human	trunk_mass_fat_free	pividori	ENSG00000183386	ENSG00000183386	FHL3
size	human	trunk_mass_fat_free	pividori	ENSG00000174348	ENSG00000174348	PODN
size	human	trunk_mass_fat_free	pividori	ENSG00000162613	ENSG00000162613	FUBP1
size	human	trunk_mass_fat_free	pividori	ENSG00000135835	ENSG00000135835	KIAA1614
size	human	trunk_mass_fat_free	pividori	ENSG00000234028	ENSG00000234028	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000152254	ENSG00000152254	G6PC2
size	human	trunk_mass_fat_free	pividori	ENSG00000163703	ENSG00000163703	CRELD1
size	human	trunk_mass_fat_free	pividori	ENSG00000269894	ENSG00000269894	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000163702	ENSG00000163702	IL17RC
size	human	trunk_mass_fat_free	pividori	ENSG00000163959	ENSG00000163959	SLC51A
size	human	trunk_mass_fat_free	pividori	ENSG00000179979	ENSG00000179979	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000163945	ENSG00000163945	UVSSA
size	human	trunk_mass_fat_free	pividori	ENSG00000245937	ENSG00000245937	SLC12A2-DT
size	human	trunk_mass_fat_free	pividori	ENSG00000272463	ENSG00000272463	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000198945	ENSG00000198945	L3MBTL3
size	human	trunk_mass_fat_free	pividori	ENSG00000165178	ENSG00000165178	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000106367	ENSG00000106367	AP1S1
size	human	trunk_mass_fat_free	pividori	ENSG00000122912	ENSG00000122912	SLC25A16
size	human	trunk_mass_fat_free	pividori	ENSG00000214063	ENSG00000214063	TSPAN4
size	human	trunk_mass_fat_free	pividori	ENSG00000006071	ENSG00000006071	ABCC8
size	human	trunk_mass_fat_free	pividori	ENSG00000246250	ENSG00000246250	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000283375	ENSG00000283375	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000149084	ENSG00000149084	HSD17B12
size	human	trunk_mass_fat_free	pividori	ENSG00000165801	ENSG00000165801	ARHGEF40
size	human	trunk_mass_fat_free	pividori	ENSG00000103253	ENSG00000103253	HAGHL
size	human	trunk_mass_fat_free	pividori	ENSG00000277791	ENSG00000277791	PSMB3
size	human	trunk_mass_fat_free	pividori	ENSG00000154832	ENSG00000154832	CXXC1
size	human	trunk_mass_fat_free	pividori	ENSG00000104960	ENSG00000104960	PTOV1
size	human	trunk_mass_fat_free	pividori	ENSG00000273619	ENSG00000273619	RPS21-DT
size	human	trunk_mass_fat_free	pividori	ENSG00000160191	ENSG00000160191	PDE9A
size	human	trunk_mass_fat_free	pividori	ENSG00000116883	ENSG00000116883	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000230082	ENSG00000230082	PRRT3-AS1
size	human	trunk_mass_fat_free	pividori	ENSG00000278416	ENSG00000278416	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000164924	ENSG00000164924	YWHAZ
size	human	trunk_mass_fat_free	pividori	ENSG00000110063	ENSG00000110063	DCPS
size	human	trunk_mass_fat_free	pividori	ENSG00000273355	ENSG00000273355	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000178809	ENSG00000178809	TRIM73
size	human	trunk_mass_fat_free	pividori	ENSG00000246339	ENSG00000246339	EXTL3-AS1
size	human	trunk_mass_fat_free	pividori	ENSG00000279814	ENSG00000279814	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000258717	ENSG00000258717	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000037042	ENSG00000037042	TUBG2
size	human	trunk_mass_fat_free	pividori	ENSG00000010803	ENSG00000010803	SCMH1
size	human	trunk_mass_fat_free	pividori	ENSG00000163701	ENSG00000163701	IL17RE
size	human	trunk_mass_fat_free	pividori	ENSG00000205583	ENSG00000205583	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000196363	ENSG00000196363	WDR5
size	human	trunk_mass_fat_free	pividori	ENSG00000151632	ENSG00000151632	AKR1C2
size	human	trunk_mass_fat_free	pividori	ENSG00000165895	ENSG00000165895	ARHGAP42
size	human	trunk_mass_fat_free	pividori	ENSG00000170647	ENSG00000170647	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000259430	ENSG00000259430	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000276293	ENSG00000276293	PIP4K2B
size	human	trunk_mass_fat_free	pividori	ENSG00000267365	ENSG00000267365	KCNJ2-AS1
size	human	trunk_mass_fat_free	pividori	ENSG00000267583	ENSG00000267583	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000231160	ENSG00000231160	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000142694	ENSG00000142694	EVA1B
size	human	trunk_mass_fat_free	pividori	ENSG00000117280	ENSG00000117280	RAB29
size	human	trunk_mass_fat_free	pividori	ENSG00000136715	ENSG00000136715	SAP130
size	human	trunk_mass_fat_free	pividori	ENSG00000182674	ENSG00000182674	KCNB2
size	human	trunk_mass_fat_free	pividori	ENSG00000226355	ENSG00000226355	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000183571	ENSG00000183571	PGPEP1L
size	human	trunk_mass_fat_free	pividori	ENSG00000278090	ENSG00000278090	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000103194	ENSG00000103194	USP10
size	human	trunk_mass_fat_free	pividori	ENSG00000176105	ENSG00000176105	YES1
size	human	trunk_mass_fat_free	pividori	ENSG00000100138	ENSG00000100138	SNU13
size	human	trunk_mass_fat_free	pividori	ENSG00000223705	ENSG00000223705	NSUN5P1
size	human	trunk_mass_fat_free	pividori	ENSG00000135698	ENSG00000135698	MPHOSPH6
size	human	trunk_mass_fat_free	pividori	ENSG00000161217	ENSG00000161217	PCYT1A
size	human	trunk_mass_fat_free	pividori	ENSG00000185347	ENSG00000185347	TEDC1
size	human	trunk_mass_fat_free	pividori	ENSG00000214193	ENSG00000214193	SH3D21
size	human	trunk_mass_fat_free	pividori	ENSG00000138942	ENSG00000138942	RNF185
size	human	trunk_mass_fat_free	pividori	ENSG00000233393	ENSG00000233393	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000262185	ENSG00000262185	LINC02861
size	human	trunk_mass_fat_free	pividori	ENSG00000225554	ENSG00000225554	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000119326	ENSG00000119326	CTNNAL1
size	human	trunk_mass_fat_free	pividori	ENSG00000160685	ENSG00000160685	ZBTB7B
size	human	trunk_mass_fat_free	pividori	ENSG00000165794	ENSG00000165794	SLC39A2
size	human	trunk_mass_fat_free	pividori	ENSG00000235169	ENSG00000235169	SMIM1
size	human	trunk_mass_fat_free	pividori	ENSG00000150938	ENSG00000150938	CRIM1
size	human	trunk_mass_fat_free	pividori	ENSG00000115507	ENSG00000115507	OTX1
size	human	trunk_mass_fat_free	pividori	ENSG00000257702	ENSG00000257702	LBX2-AS1
size	human	trunk_mass_fat_free	pividori	ENSG00000172071	ENSG00000172071	EIF2AK3
size	human	trunk_mass_fat_free	pividori	ENSG00000184897	ENSG00000184897	H1-10
size	human	trunk_mass_fat_free	pividori	ENSG00000145194	ENSG00000145194	ECE2
size	human	trunk_mass_fat_free	pividori	ENSG00000233448	ENSG00000233448	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000253608	ENSG00000253608	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000107185	ENSG00000107185	RGP1
size	human	trunk_mass_fat_free	pividori	ENSG00000150867	ENSG00000150867	PIP4K2A
size	human	trunk_mass_fat_free	pividori	ENSG00000254554	ENSG00000254554	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000251602	ENSG00000251602	MTA1-DT
size	human	trunk_mass_fat_free	pividori	ENSG00000267100	ENSG00000267100	ILF3-DT
size	human	trunk_mass_fat_free	pividori	ENSG00000198911	ENSG00000198911	SREBF2
size	human	trunk_mass_fat_free	pividori	ENSG00000154511	ENSG00000154511	DIPK1A
size	human	trunk_mass_fat_free	pividori	ENSG00000271151	ENSG00000271151	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000176720	ENSG00000176720	BOK
size	human	trunk_mass_fat_free	pividori	ENSG00000225302	ENSG00000225302	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000270781	ENSG00000270781	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000093010	ENSG00000093010	COMT
size	human	trunk_mass_fat_free	pividori	ENSG00000162383	ENSG00000162383	SLC1A7
size	human	trunk_mass_fat_free	pividori	ENSG00000009950	ENSG00000009950	MLXIPL
size	human	trunk_mass_fat_free	pividori	ENSG00000234741	ENSG00000234741	GAS5
size	human	trunk_mass_fat_free	pividori	ENSG00000168899	ENSG00000168899	VAMP5
size	human	trunk_mass_fat_free	pividori	ENSG00000269982	ENSG00000269982	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000198121	ENSG00000198121	LPAR1
size	human	trunk_mass_fat_free	pividori	ENSG00000185482	ENSG00000185482	STAC3
size	human	trunk_mass_fat_free	pividori	ENSG00000250251	ENSG00000250251	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000234906	ENSG00000234906	APOC2
size	human	trunk_mass_fat_free	pividori	ENSG00000277938	ENSG00000277938	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000270885	ENSG00000270885	RASL10B
size	human	trunk_mass_fat_free	pividori	ENSG00000117122	ENSG00000117122	MFAP2
size	human	trunk_mass_fat_free	pividori	ENSG00000152253	ENSG00000152253	SPC25
size	human	trunk_mass_fat_free	pividori	ENSG00000164743	ENSG00000164743	C8orf48
size	human	trunk_mass_fat_free	pividori	ENSG00000272572	ENSG00000272572	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000185559	ENSG00000185559	DLK1
size	human	trunk_mass_fat_free	pividori	ENSG00000272078	ENSG00000272078	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000069275	ENSG00000069275	NUCKS1
size	human	trunk_mass_fat_free	pividori	ENSG00000070610	ENSG00000070610	GBA2
size	human	trunk_mass_fat_free	pividori	ENSG00000104783	ENSG00000104783	KCNN4
size	human	trunk_mass_fat_free	pividori	ENSG00000088826	ENSG00000088826	SMOX
size	human	trunk_mass_fat_free	pividori	ENSG00000163704	ENSG00000163704	PRRT3
size	human	trunk_mass_fat_free	pividori	ENSG00000196715	ENSG00000196715	VKORC1L1
size	human	trunk_mass_fat_free	pividori	ENSG00000177697	ENSG00000177697	CD151
size	human	trunk_mass_fat_free	pividori	ENSG00000254842	ENSG00000254842	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000197852	ENSG00000197852	INKA2
size	human	trunk_mass_fat_free	pividori	ENSG00000182901	ENSG00000182901	RGS7
size	human	trunk_mass_fat_free	pividori	ENSG00000151135	ENSG00000151135	TMEM263
size	human	trunk_mass_fat_free	pividori	ENSG00000136160	ENSG00000136160	EDNRB
size	human	trunk_mass_fat_free	pividori	ENSG00000170776	ENSG00000170776	AKAP13
size	human	trunk_mass_fat_free	pividori	ENSG00000130590	ENSG00000130590	SAMD10
size	human	trunk_mass_fat_free	pividori	ENSG00000173706	ENSG00000173706	HEG1
size	human	trunk_mass_fat_free	pividori	ENSG00000064651	ENSG00000064651	SLC12A2
size	human	trunk_mass_fat_free	pividori	ENSG00000127838	ENSG00000127838	PNKD
size	human	trunk_mass_fat_free	pividori	ENSG00000213123	ENSG00000213123	DYNLT2B
size	human	trunk_mass_fat_free	pividori	ENSG00000101161	ENSG00000101161	PRPF6
size	human	trunk_mass_fat_free	pividori	ENSG00000178568	ENSG00000178568	ERBB4
size	human	trunk_mass_fat_free	pividori	ENSG00000233081	ENSG00000233081	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000267986	ENSG00000267986	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000183150	ENSG00000183150	GPR19
size	human	trunk_mass_fat_free	pividori	ENSG00000247934	ENSG00000247934	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000186715	ENSG00000186715	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000248844	ENSG00000248844	LINC02753
size	human	trunk_mass_fat_free	pividori	ENSG00000237937	ENSG00000237937	LINC02702
size	human	trunk_mass_fat_free	pividori	ENSG00000260329	ENSG00000260329	TMEM263-DT
size	human	trunk_mass_fat_free	pividori	ENSG00000163946	ENSG00000163946	TASOR
size	human	trunk_mass_fat_free	pividori	ENSG00000101104	ENSG00000101104	PABPC1L
size	human	trunk_mass_fat_free	pividori	ENSG00000235023	ENSG00000235023	NA
size	human	trunk_mass_fat_free	pividori	ENSG00000163960	ENSG00000163960	UBXN7
size	human	trunk_mass_fat_free	pividori	ENSG00000214894	ENSG00000214894	LINC00243
size	pig	backfat_thickness	teng	ENSSSCG00000039684	ENSG00000130517	PGPEP1
size	pig	backfat_thickness	teng	ENSSSCG00000025176	ENSG00000074181	NOTCH3
size	pig	backfat_thickness	teng	ENSSSCG00000036898	ENSG00000140157	NIPA2
size	pig	backfat_thickness	teng	ENSSSCG00000016635	ENSG00000105971	CAV2
size	pig	backfat_thickness	teng	ENSSSCG00000014559	ENSG00000185627	PSMD13
size	pig	backfat_thickness	teng	ENSSSCG00000014565	ENSG00000142089	IFITM3
size	pig	backfat_thickness	teng	ENSSSCG00000039644	ENSG00000070985	TRPM5
size	pig	backfat_thickness	teng	ENSSSCG00000008590	ENSG00000205639	MFSD2B
size	pig	backfat_thickness	teng	ENSSSCG00000036022	ENSG00000171045	TSNARE1
size	pig	backfat_thickness	teng	ENSSSCG00000006738	ENSG00000116815	CD58
size	pig	backfat_thickness	teng	ENSSSCG00000000156	ENSG00000100225	FBXO7
size	pig	backfat_thickness	teng	ENSSSCG00000028777	ENSG00000145949	MYLK4
size	pig	backfat_thickness	teng	ENSSSCG00000038404	ENSG00000124570	SERPINB6
size	pig	backfat_thickness	teng	ENSSSCG00000001009	ENSG00000137275	RIPK1
size	pig	backfat_thickness	teng	ENSSSCG00000036592	ENSG00000161547	SRSF2
size	pig	backfat_thickness	teng	ENSSSCG00000040578	ENSG00000177303	CASKIN2
size	pig	backfat_thickness	teng	ENSSSCG00000012037	ENSG00000159086	PAXBP1
size	pig	backfat_thickness	teng	ENSSSCG00000004023	ENSG00000213066	CEP43
size	pig	backfat_thickness	teng	ENSSSCG00000005600	ENSG00000119414	PPP6C
size	pig	backfat_thickness	teng	ENSSSCG00000036926	ENSG00000196814	MVB12B
size	pig	backfat_thickness	teng	ENSSSCG00000005590	ENSG00000136930	PSMB7
size	pig	backfat_thickness	teng	ENSSSCG00000031769	ENSG00000085733	CTTN
size	pig	backfat_thickness	teng	ENSSSCG00000012878	ENSG00000132740	IGHMBP2
size	pig	backfat_thickness	teng	ENSSSCG00000013064	ENSG00000254772	EEF1G
size	pig	backfat_thickness	teng	ENSSSCG00000013888	ENSG00000105639	JAK3
size	pig	backfat_thickness	teng	ENSSSCG00000013863	ENSG00000214046	SMIM7
size	pig	backfat_thickness	teng	ENSSSCG00000027903	ENSG00000186115	CYP4F2
size	pig	backfat_thickness	teng	ENSSSCG00000013670	ENSG00000127452	FBXL12
size	pig	backfat_thickness	teng	ENSSSCG00000014372	ENSG00000113141	IK
size	pig	backfat_thickness	teng	ENSSSCG00000006243	ENSG00000181195	PENK
size	pig	backfat_thickness	teng	ENSSSCG00000032846	ENSG00000104331	BPNT2
size	pig	backfat_thickness	teng	ENSSSCG00000000419	ENSG00000139547	RDH16
size	pig	backfat_thickness	teng	ENSSSCG00000032059	ENSG00000205155	PSENEN
size	pig	backfat_thickness	teng	ENSSSCG00000025109	ENSG00000105223	PLD3
size	pig	backfat_thickness	teng	ENSSSCG00000003943	ENSG00000159479	MED8
size	pig	backfat_thickness	teng	ENSSSCG00000023724	ENSG00000126804	ZBTB1
size	pig	backfat_thickness	teng	ENSSSCG00000002306	ENSG00000100626	GALNT16
size	pig	backfat_thickness	teng	ENSSSCG00000002349	ENSG00000177465	ACOT4
size	pig	backfat_thickness	teng	ENSSSCG00000033873	ENSG00000155275	TRMT44
size	pig	backfat_thickness	teng	ENSSSCG00000009011	ENSG00000137460	FHDC1
size	pig	backfat_thickness	teng	ENSSSCG00000009221	ENSG00000152591	DSPP
size	pig	backfat_thickness	teng	ENSSSCG00000014830	ENSG00000181924	COA4
size	pig	backfat_thickness	teng	ENSSSCG00000014838	ENSG00000165434	PGM2L1
size	pig	backfat_thickness	teng	ENSSSCG00000014861	ENSG00000166391	MOGAT2
size	pig	backfat_thickness	teng	ENSSSCG00000015331	ENSG00000105854	PON2
size	pig	backfat_thickness	teng	ENSSSCG00000009425	ENSG00000179630	LACC1
